"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Senegal","Rural population with access to safe drinking-water (JMP) (%)",2002,53.8,,2007,59.0,,2012,64.2,,2017,67.3,,,,
"Senegal","Urban population with access to safe drinking-water (JMP) (%)",2002,90.9,,2007,91.7,,2012,92.5,,2017,92.9,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Serbia","Rural population (1000 inhab)",,,,2007,4172.28,,2012,3998.797,,2017,3872.979,,,,
"Serbia","Urban population (1000 inhab)",,,,2007,4962.934,,2012,4958.187,,2017,4917.595,,,,
"Serbia","Population density (inhab/km2)",,,,2007,103.0011883205,,2012,101.1782820281,,2017,99.9278859212,,,,
"Serbia","GDP per capita (current US$/inhab)",,,,2007,5458.129582,,2012,5657.485048,,2017,6271.824095,,,,
"Serbia","Human Development Index (HDI) [highest = 1] (-)",,,,2007,0.754,,2012,0.772,,2017,0.794,,,,
"Serbia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.1756,,,,
"Serbia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,2007,434.8884238701,,2012,432.7685790996,,2017,609.0064043468,,,,
"Serbia","Total population with access to safe drinking-water (JMP) (%)",,,,2007,99.3,,2012,99.2,,2017,99.2,,,,
"Serbia","Rural population with access to safe drinking-water (JMP) (%)",,,,2007,99.1,,2012,99.0,,2017,98.9,,,,
"Serbia","Urban population with access to safe drinking-water (JMP) (%)",,,,2007,99.5,,2012,99.4,,2017,99.4,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Seychelles","Rural population (1000 inhab)",2002,41.364,,2007,43.077,,2012,42.34,,2017,41.437,,,,
"Seychelles","Urban population (1000 inhab)",2002,42.839,,2007,47.204,,2012,49.945,,2017,53.3,,,,
"Seychelles","Population density (inhab/km2)",2002,182.7760869565,,2007,195.8434782609,,2012,201.3108695652,,2017,209.6043478261,,,,
"Seychelles","GDP per capita (current US$/inhab)",2002,9951.197448,,2007,11449.411256,,2012,11480.700775,,2017,15867.054505,,,,
"Seychelles","Human Development Index (HDI) [highest = 1] (-)",2002,0.709,,2007,0.744,,2012,0.777,,2017,0.8,,,,
"Seychelles","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Seychelles","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,145.9546436175,,2007,152.0735281059,,2012,147.9433711651,,2017,142.0896513099,,,,
"Seychelles","Total population with access to safe drinking-water (JMP) (%)",2002,95.7,,2007,95.7,,2012,95.7,,2017,95.7,,,,
"Seychelles","Rural population with access to safe drinking-water (JMP) (%)",2002,95.7,,2007,95.7,,2012,95.7,,2017,95.7,,,,
"Seychelles","Urban population with access to safe drinking-water (JMP) (%)",2002,95.7,,2007,95.7,,2012,95.7,,2017,95.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Sierra Leone","Rural population (1000 inhab)",2002,3167.216,,2007,3748.249,,2012,4083.903,,2017,4410.71,,,,
"Sierra Leone","Urban population (1000 inhab)",2002,1790.0,,2007,2267.168,,2012,2682.2,,2017,3146.502,,,,
"Sierra Leone","Population density (inhab/km2)",2002,68.6827939142,,2007,82.8441632089,,2012,92.8434854772,,2017,103.5743153527,,,,
"Sierra Leone","GDP per capita (current US$/inhab)",2002,252.827454,,2007,358.827468,,2012,561.898418,,2017,494.765953,,,,
"Sierra Leone","Human Development Index (HDI) [highest = 1] (-)",2002,0.319,,2007,0.368,,2012,0.413,,2017,0.435,,,,
"Sierra Leone","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.6544,,2012,0.645,,2017,0.6501,,,,
"Sierra Leone","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,39.9173058094,,2007,35.4278801389,,2012,31.6122673474,,2017,28.3370744414,,,,
"Sierra Leone","Total population with access to safe drinking-water (JMP) (%)",2002,49.2,,2007,54.3,,2012,59.5,,2017,62.6,,,,
"Sierra Leone","Rural population with access to safe drinking-water (JMP) (%)",2002,33.5,,2007,39.0,,2012,44.5,,2017,47.8,,,,
"Sierra Leone","Urban population with access to safe drinking-water (JMP) (%)",2002,77.0,,2007,80.0,,2012,83.1,,2017,84.9,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Singapore","Rural population (1000 inhab)",2002,0.0,,2007,0.0,,2012,0.0,,2017,0.0,,,,
"Singapore","Urban population (1000 inhab)",2002,4131.208,,2007,4732.528,,2012,5270.958,,2017,5708.844,,,,
"Singapore","Population density (inhab/km2)",2002,5991.8525547445,,2007,6494.5106382979,,2012,7499.2681564246,,2017,7938.8609179416,,,,
"Singapore","GDP per capita (current US$/inhab)",2002,22255.425518,,2007,38030.64441,,2012,55323.836329,,2017,58974.968097,,,,
"Singapore","Human Development Index (HDI) [highest = 1] (-)",2002,0.83,,2007,0.879,,2012,0.92,,2017,0.934,,,,
"Singapore","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.1198,,2012,0.0913333333,,2017,0.0881,,,,
"Singapore","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,502.5489600355,,2007,434.5334739868,,2012,216.2968043809,,2017,115.521244504,,,,
"Singapore","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Singapore","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Singapore","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Slovakia","Rural population (1000 inhab)",2002,2375.345,,2007,2415.132,,2012,2476.704,,2017,2519.468,,,,
"Slovakia","Urban population (1000 inhab)",2002,3024.809,,2007,2983.194,,2012,2940.366,,2017,2928.194,,,,
"Slovakia","Population density (inhab/km2)",2002,110.1391393025,,2007,110.1099734856,,2012,110.4178017945,,2017,111.113603916,,,,
"Slovakia","GDP per capita (current US$/inhab)",2002,4594.443541,,2007,14274.149052,,2012,17429.455862,,2017,17526.283687,,,,
"Slovakia","Human Development Index (HDI) [highest = 1] (-)",2002,0.772,,2007,0.814,,2012,0.841,,2017,0.854,,,,
"Slovakia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.2274,,2007,0.195,,2012,0.1743333333,,2017,0.1636,,,,
"Slovakia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,202.6620880047,,2007,127.4382757898,,2012,122.864937767,,2017,102.1127406891,,,,
"Slovakia","Total population with access to safe drinking-water (JMP) (%)",2002,99.9,,2007,99.9,,2012,100.0,,2017,100.0,,,,
"Slovakia","Rural population with access to safe drinking-water (JMP) (%)",2002,99.7,,2007,99.9,,2012,100.0,,2017,100.0,,,,
"Slovakia","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Slovenia","Rural population (1000 inhab)",2002,977.096,,2007,966.833,,2012,966.153,,2017,951.104,,,,
"Slovenia","Urban population (1000 inhab)",2002,1011.168,,2007,1046.706,,2012,1094.237,,2017,1128.872,,,,
"Slovenia","Population density (inhab/km2)",2002,98.0398125308,,2007,99.2658115442,,2012,101.5206216083,,2017,102.4549994079,,,,
"Slovenia","GDP per capita (current US$/inhab)",2002,11813.822898,,2007,23840.565884,,2012,22607.59248,,2017,23347.227276,,,,
"Slovenia","Human Development Index (HDI) [highest = 1] (-)",2002,0.843,,2007,0.873,,2012,0.876,,2017,0.899,,,,
"Slovenia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.137,,2012,0.0576666667,,2017,0.0164,,,,
"Slovenia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,452.4807184943,,2007,464.6347778808,,2012,451.0106068403,,2017,448.5661199175,,,,
"Slovenia","Total population with access to safe drinking-water (JMP) (%)",2002,99.6,,2007,99.6,,2012,99.5,,2017,99.5,,,,
"Slovenia","Rural population with access to safe drinking-water (JMP) (%)",2002,99.4,,2007,99.4,,2012,99.4,,2017,99.4,,,,
"Slovenia","Urban population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.7,,2012,99.7,,2017,99.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Solomon Islands","Rural population (1000 inhab)",2002,363.021,,2007,400.788,,2012,435.874,,2017,468.983,,,,
"Solomon Islands","Urban population (1000 inhab)",2002,72.241,,2007,92.152,,2012,115.657,,2017,142.36,,,,
"Solomon Islands","Population density (inhab/km2)",2002,15.0668512111,,2007,17.0287889273,,2012,19.2409342561,,2017,22.0082698962,,,,
"Solomon Islands","GDP per capita (current US$/inhab)",2002,629.1098,,2007,1192.822794,,2012,1769.403046,,2017,1961.155429,,,,
"Solomon Islands","Human Development Index (HDI) [highest = 1] (-)",2002,0.486,,2007,0.517,,2012,0.546,,2017,0.555,,,,
"Solomon Islands","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Solomon Islands","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Solomon Islands","Total population with access to safe drinking-water (JMP) (%)",2002,79.8,,2007,80.2,,2012,80.5,,2017,80.8,,,,
"Solomon Islands","Rural population with access to safe drinking-water (JMP) (%)",2002,77.2,,2007,77.2,,2012,77.2,,2017,77.2,,,,
"Solomon Islands","Urban population with access to safe drinking-water (JMP) (%)",2002,93.2,,2007,93.2,,2012,93.2,,2017,93.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Somalia","Rural population (1000 inhab)",2002,6313.307,,2007,7240.839,,2012,7459.376,,2017,8198.119,,,,
"Somalia","Urban population (1000 inhab)",2002,3250.86,,2007,3797.757,,2012,5304.4,,2017,6544.404,,,,
"Somalia","Population density (inhab/km2)",2002,14.9003261926,,2007,17.3762208701,,2012,19.9408822884,,2017,22.8792444249,,,,
"Somalia","GDP per capita (current US$/inhab)",2002,127.472906,,2007,224.93741,,2012,119.051105,,2017,101.563368,,,,
"Somalia","Human Development Index (HDI) [highest = 1] (-)",,,,,,,,,,,,,,,
"Somalia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Somalia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,346.8281989358,,2007,297.650179091,,2012,259.3684260859,,2017,226.0579570653,,,,
"Somalia","Total population with access to safe drinking-water (JMP) (%)",2002,25.3,,2007,30.7,,2012,31.7,,2017,31.7,,,,
"Somalia","Rural population with access to safe drinking-water (JMP) (%)",2002,14.2,,2007,8.8,,2012,8.8,,2017,8.8,,,,
"Somalia","Urban population with access to safe drinking-water (JMP) (%)",2002,46.8,,2007,69.6,,2012,69.6,,2017,69.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"South Africa","Rural population (1000 inhab)",2002,19799.101,,2007,19647.368,,2012,19465.377,,2017,19369.002,,,,
"South Africa","Urban population (1000 inhab)",2002,27227.072,,2007,30239.813,,2012,33532.836,,2017,37348.154,,,,
"South Africa","Population density (inhab/km2)",2002,37.8568547031,,2007,40.2921515229,,2012,43.3377831005,,2017,46.7641896825,,,,
"South Africa","GDP per capita (current US$/inhab)",2002,2455.693281,,2007,6001.879534,,2012,7478.165487,,2017,6153.459018,,,,
"South Africa","Human Development Index (HDI) [highest = 1] (-)",2002,0.618,,2007,0.631,,2012,0.673,,2017,0.704,,,,
"South Africa","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.5106,,2007,0.4922,,2012,0.464,,2017,0.4071,,,,
"South Africa","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,286.2048554622,,2007,290.1104186231,,2012,289.4363616476,,2017,339.9418162744,,,,
"South Africa","Total population with access to safe drinking-water (JMP) (%)",2002,87.4,,2007,89.8,,2012,92.0,,2017,93.2,,,,
"South Africa","Rural population with access to safe drinking-water (JMP) (%)",2002,72.0,,2007,75.6,,2012,79.2,,2017,81.4,,,,
"South Africa","Urban population with access to safe drinking-water (JMP) (%)",2002,98.7,,2007,99.0,,2012,99.4,,2017,99.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"South Sudan","Rural population (1000 inhab)",,,,,,,2012,8847.54,,2017,10142.827,,,,
"South Sudan","Urban population (1000 inhab)",,,,,,,2012,1970.718,,2017,2432.887,,,,
"South Sudan","Population density (inhab/km2)",,,,,,,2012,15.6963807366,,2017,16.9335014666,,,,
"South Sudan","GDP per capita (current US$/inhab)",,,,,,,2012,890.544078,,2017,606.006392,,,,
"South Sudan","Human Development Index (HDI) [highest = 1] (-)",,,,,,,2012,0.438,,2017,0.414,,,,
"South Sudan","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"South Sudan","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,2012,65.0605928681,,2017,60.3074230464,,,,
"South Sudan","Total population with access to safe drinking-water (JMP) (%)",,,,,,,2012,58.7,,2017,58.7,,,,
"South Sudan","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,2012,56.9,,2017,56.9,,,,
"South Sudan","Urban population with access to safe drinking-water (JMP) (%)",,,,,,,2012,66.7,,2017,66.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Spain","Rural population (1000 inhab)",2002,9852.597,,2007,10104.737,,2012,9886.091,,2017,9233.918,,,,
"Spain","Urban population (1000 inhab)",2002,32132.923,,2007,35289.121,,2012,36971.313,,2017,37120.403,,,,
"Spain","Population density (inhab/km2)",2002,82.9565127048,,2007,89.8927043552,,2012,93.0210301617,,2017,92.2003949004,,,,
"Spain","GDP per capita (current US$/inhab)",2002,16801.659305,,2007,32428.518588,,2012,28273.441934,,2017,28315.627921,,,,
"Spain","Human Development Index (HDI) [highest = 1] (-)",2002,0.83,,2007,0.853,,2012,0.873,,2017,0.891,,,,
"Spain","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.1186,,2007,0.116,,2012,0.1043333333,,2017,0.0954,,,,
"Spain","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,857.2365399133,,2007,783.0447619053,,2012,778.5511609317,,2017,669.1901641394,,,,
"Spain","Total population with access to safe drinking-water (JMP) (%)",2002,99.9,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Spain","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Spain","Urban population with access to safe drinking-water (JMP) (%)",2002,99.9,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Sri Lanka","Rural population (1000 inhab)",2002,15562.028,,2007,16190.874,,2012,16708.167,,2017,17038.849,,,,
"Sri Lanka","Urban population (1000 inhab)",2002,3497.272,,2007,3619.915,,2012,3716.388,,2017,3838.068,,,,
"Sri Lanka","Population density (inhab/km2)",2002,290.542325865,,2007,302.4240816949,,2012,312.9492455418,,2017,322.0245694254,,,,
"Sri Lanka","GDP per capita (current US$/inhab)",2002,1026.943884,,2007,1868.856716,,2012,3350.595979,,2017,4216.125203,,,,
"Sri Lanka","Human Development Index (HDI) [highest = 1] (-)",2002,0.699,,2007,0.734,,2012,0.762,,2017,0.776,,,,
"Sri Lanka","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.4302,,2012,0.3913333333,,2017,0.3698,,,,
"Sri Lanka","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,681.1683809065,,2007,652.4529428521,,2012,630.5095311846,,2017,612.7404577956,,,,
"Sri Lanka","Total population with access to safe drinking-water (JMP) (%)",2002,82.0,,2007,87.6,,2012,93.3,,2017,95.6,,,,
"Sri Lanka","Rural population with access to safe drinking-water (JMP) (%)",2002,78.9,,2007,85.6,,2012,92.3,,2017,95.0,,,,
"Sri Lanka","Urban population with access to safe drinking-water (JMP) (%)",2002,95.4,,2007,96.7,,2012,98.0,,2017,98.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Sudan","Rural population (1000 inhab)",,,,,,,2012,23988.926,,2017,26602.042,,,,
"Sudan","Urban population (1000 inhab)",,,,,,,2012,12001.266,,2017,13931.288,,,,
"Sudan","Population density (inhab/km2)",,,,,,,2012,19.2585683424,,2017,21.7166466244,,,,
"Sudan","GDP per capita (current US$/inhab)",,,,,,,2012,1730.6593,,2017,3059.743671,,,,
"Sudan","Human Development Index (HDI) [highest = 1] (-)",,,,,,,2012,0.485,,2017,0.507,,,,
"Sudan","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.5909,,,,
"Sudan","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,2012,744.1885806742,,2017,659.9548672707,,,,
"Sudan","Total population with access to safe drinking-water (JMP) (%)",,,,,,,2012,55.5,,2017,55.5,,,,
"Sudan","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,2012,50.2,,2017,50.2,,,,
"Sudan","Urban population with access to safe drinking-water (JMP) (%)",,,,,,,2012,66.0,,2017,66.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Suriname","Rural population (1000 inhab)",2002,161.381,,2007,170.511,,2012,181.489,,2017,191.326,,,,
"Suriname","Urban population (1000 inhab)",2002,321.663,,2007,339.194,,2012,355.588,,2017,372.076,,,,
"Suriname","Population density (inhab/km2)",2002,2.9436881944,,2007,3.1203821267,,2012,3.3039006226,,2017,3.4824563545,,,,
"Suriname","GDP per capita (current US$/inhab)",2002,2772.23199,,2007,5761.060869,,2012,9272.230081,,2017,5697.565867,,,,
"Suriname","Human Development Index (HDI) [highest = 1] (-)",2002,,,2007,0.687,,2012,0.72,,2017,0.722,,,,
"Suriname","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.4626,,,,
"Suriname","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,1351.9687842373,,2007,1204.8569880336,,2012,1137.9319901339,,2017,1079.5868857976,,,,
"Suriname","Total population with access to safe drinking-water (JMP) (%)",2002,90.3,,2007,92.6,,2012,94.8,,2017,94.8,,,,
"Suriname","Rural population with access to safe drinking-water (JMP) (%)",2002,75.2,,2007,81.8,,2012,88.4,,2017,88.4,,,,
"Suriname","Urban population with access to safe drinking-water (JMP) (%)",2002,97.9,,2007,98.0,,2012,98.1,,2017,98.1,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Sweden","Rural population (1000 inhab)",2002,1415.408,,2007,1412.213,,2012,1371.997,,2017,1273.943,,,,
"Sweden","Urban population (1000 inhab)",2002,7505.286,,2007,7751.03,,2012,8168.91,,2017,8636.758,,,,
"Sweden","Population density (inhab/km2)",2002,19.810592938,,2007,20.348520986,,2012,21.3285324751,,2017,22.1373086293,,,,
"Sweden","GDP per capita (current US$/inhab)",2002,29743.858567,,2007,53253.52945,,2012,57743.66925,,2017,54541.574444,,,,
"Sweden","Human Development Index (HDI) [highest = 1] (-)",2002,0.903,,2007,0.905,,2012,0.908,,2017,0.935,,,,
"Sweden","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.0584,,2007,0.0518,,2012,0.0526666667,,2017,0.0547,,,,
"Sweden","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,299.9761229768,,2007,287.0258112599,,2012,268.6210312013,,2017,239.7804075883,,,,
"Sweden","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Sweden","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Sweden","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Switzerland","Rural population (1000 inhab)",2002,1926.831,,2007,2001.241,,2012,2116.141,,2017,2224.037,,,,
"Switzerland","Urban population (1000 inhab)",2002,5317.083,,2007,5559.117,,2012,5915.529,,2017,6251.968,,,,
"Switzerland","Population density (inhab/km2)",2002,174.8698716396,,2007,182.5377088884,,2012,193.9455558247,,2017,204.7886687435,,,,
"Switzerland","GDP per capita (current US$/inhab)",2002,41609.461379,,2007,63479.360948,,2012,83176.178077,,2017,80220.632483,,,,
"Switzerland","Human Development Index (HDI) [highest = 1] (-)",2002,0.891,,2007,0.915,,2012,0.935,,2017,0.943,,,,
"Switzerland","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.0936,,2007,0.0772,,2012,0.0423333333,,2017,0.0278,,,,
"Switzerland","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,348.7352530207,,2007,300.0405201976,,2012,250.3492752009,,2017,205.0425955947,,,,
"Switzerland","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Switzerland","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Switzerland","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Syrian Arab Republic","Rural population (1000 inhab)",2002,8085.687,,2007,8930.863,,2012,9484.477,,2017,8495.489,,,,
"Syrian Arab Republic","Urban population (1000 inhab)",2002,9002.214,,2007,10701.943,,2012,10936.224,,2017,9774.379,,,,
"Syrian Arab Republic","Population density (inhab/km2)",2002,92.2595960687,,2007,107.3455772762,,2012,110.3729128416,,2017,92.3192461389,,,,
"Syrian Arab Republic","GDP per capita (current US$/inhab)",2002,1274.705738,,2007,2051.249403,,2012,2293.655875,,2017,721.520956,,,,
"Syrian Arab Republic","Human Development Index (HDI) [highest = 1] (-)",2002,0.6,,2007,0.649,,2012,0.631,,2017,0.544,,,,
"Syrian Arab Republic","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.555,,2012,0.5526666667,,2017,0.5329,,,,
"Syrian Arab Republic","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,957.5272092486,,2007,843.1525223493,,2012,820.0263263267,,2017,980.3881425469,,,,
"Syrian Arab Republic","Total population with access to safe drinking-water (JMP) (%)",2002,88.0,,2007,89.1,,2012,90.1,,2017,90.1,,,,
"Syrian Arab Republic","Rural population with access to safe drinking-water (JMP) (%)",2002,80.4,,2007,83.8,,2012,87.2,,2017,87.2,,,,
"Syrian Arab Republic","Urban population with access to safe drinking-water (JMP) (%)",2002,94.8,,2007,93.5,,2012,92.3,,2017,92.3,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Tajikistan","Rural population (1000 inhab)",2002,4738.751,,2007,5256.003,,2012,5872.805,,2017,6514.203,,,,
"Tajikistan","Urban population (1000 inhab)",2002,1708.937,,2007,1896.382,,2012,2122.257,,2017,2407.14,,,,
"Tajikistan","Population density (inhab/km2)",2002,45.0850017538,,2007,49.5452262364,,2012,55.2426166257,,2017,62.8113453105,,,,
"Tajikistan","GDP per capita (current US$/inhab)",2002,189.375435,,2007,520.02752,,2012,954.718846,,2017,802.326545,,,,
"Tajikistan","Human Development Index (HDI) [highest = 1] (-)",2002,0.559,,2007,0.602,,2012,0.639,,2017,0.651,,,,
"Tajikistan","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.4252,,2007,0.383,,2012,0.382,,2017,0.3573,,,,
"Tajikistan","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,1836.809962511,,2007,1627.5426637397,,2012,1459.6877267905,,2017,1294.4203936188,,,,
"Tajikistan","Total population with access to safe drinking-water (JMP) (%)",2002,61.5,,2007,66.6,,2012,71.7,,2017,73.8,,,,
"Tajikistan","Rural population with access to safe drinking-water (JMP) (%)",2002,50.5,,2007,57.2,,2012,64.0,,2017,66.7,,,,
"Tajikistan","Urban population with access to safe drinking-water (JMP) (%)",2002,92.4,,2007,92.7,,2012,93.0,,2017,93.1,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Thailand","Rural population (1000 inhab)",2002,42458.762,,2007,39750.794,,2012,37012.171,,2017,35071.057,,,,
"Thailand","Urban population (1000 inhab)",2002,21614.402,,2007,26444.821,,2012,30831.808,,2017,33966.456,,,,
"Thailand","Population density (inhab/km2)",2002,124.8618003586,,2007,128.9797065014,,2012,132.2029193951,,2017,134.8803593701,,,,
"Thailand","GDP per capita (current US$/inhab)",2002,2096.055431,,2007,3972.206958,,2012,5859.89206,,2017,6594.608057,,,,
"Thailand","Human Development Index (HDI) [highest = 1] (-)",2002,0.665,,2007,0.71,,2012,0.733,,2017,0.762,,,,
"Thailand","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.4368,,2007,0.3946,,2012,0.369,,2017,0.3796,,,,
"Thailand","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,2007,865.8841072462,,2012,844.7731602892,,2017,828.0040069464,,,,
"Thailand","Total population with access to safe drinking-water (JMP) (%)",2002,92.9,,2007,95.2,,2012,97.1,,2017,97.8,,,,
"Thailand","Rural population with access to safe drinking-water (JMP) (%)",2002,90.9,,2007,93.8,,2012,96.8,,2017,98.0,,,,
"Thailand","Urban population with access to safe drinking-water (JMP) (%)",2002,96.8,,2007,97.1,,2012,97.5,,2017,97.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Timor-Leste","Rural population (1000 inhab)",2002,693.062,,2007,780.526,,2012,827.913,,2017,904.669,,,,
"Timor-Leste","Urban population (1000 inhab)",2002,230.763,,2007,284.447,,2012,328.847,,2017,391.642,,,,
"Timor-Leste","Population density (inhab/km2)",2002,62.0507061197,,2007,69.6968392737,,2012,76.1932750504,,2017,83.6084734364,,,,
"Timor-Leste","GDP per capita (current US$/inhab)",2002,552.785473,,2007,2705.270676,,2012,5758.899491,,2017,1918.728945,,,,
"Timor-Leste","Human Development Index (HDI) [highest = 1] (-)",2002,0.522,,2007,0.582,,2012,0.601,,2017,0.624,,,,
"Timor-Leste","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Timor-Leste","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,2007,1130.8462435063,,2012,1034.4273667822,,2017,942.6844629192,,,,
"Timor-Leste","Total population with access to safe drinking-water (JMP) (%)",2002,56.9,,2007,63.8,,2012,71.2,,2017,71.9,,,,
"Timor-Leste","Rural population with access to safe drinking-water (JMP) (%)",2002,51.5,,2007,56.0,,2012,60.5,,2017,60.5,,,,
