

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Bahrain",48,"SDG 6.4.1. Water Use Efficiency",4551,2017,76.2135198629,"I","","0"
"Bangladesh",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.9233141434,"I","","0"
"Bangladesh",50,"SDG 6.4.2. Water Stress",4550,2017,5.7233394816,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Water Use Efficiency",4551,2017,5.7151948158,"I","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,87.5,"I","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,2017,87.5,"I","","0"
"Barbados",52,"SDG 6.4.1. Water Use Efficiency",4551,2017,52.0969395628,"I","","0"
"Belarus",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.4127806563,"E","","0"
"Belarus",112,"SDG 6.4.2. Water Stress",4550,2017,4.6044825313,"E","","0"
"Belarus",112,"SDG 6.4.1. Water Use Efficiency",4551,2017,32.0274132721,"E","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,21.825136612,"I","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,2017,49.0663390663,"E","","0"
"Belgium",56,"SDG 6.4.1. Water Use Efficiency",4551,2017,106.0715151741,"I","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4647096715,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,2017,1.2602944847,"E","","0"
"Belize",84,"SDG 6.4.1. Water Use Efficiency",4551,2017,13.2831854041,"I","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4926108374,"I","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,2017,0.975243811,"E","","0"
"Benin",204,"SDG 6.4.1. Water Use Efficiency",4551,2017,27.2619013336,"I","","0"
"Bhutan",64,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4332051282,"I","","0"
"Bhutan",64,"SDG 6.4.2. Water Stress",4550,2017,1.4138075314,"E","","0"
"Bhutan",64,"SDG 6.4.1. Water Use Efficiency",4551,2017,5.8605246927,"I","","0"
"Bolivia (Plurinational State of)",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.3637630662,"I","","0"
"Bolivia (Plurinational State of)",68,"SDG 6.4.2. Water Stress",4550,2017,1.1770011274,"E","","0"
"Bolivia (Plurinational State of)",68,"SDG 6.4.1. Water Use Efficiency",4551,2017,13.1286201198,"I","","0"
"Bosnia and Herzegovina",70,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.0690666667,"E","","0"
"Bosnia and Herzegovina",70,"SDG 6.4.2. Water Stress",4550,2017,2.6620185923,"E","","0"
"Botswana",72,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.5767973856,"E","","0"
"Botswana",72,"SDG 6.4.2. Water Stress",4550,2017,2.0181951271,"E","","0"
"Botswana",72,"SDG 6.4.1. Water Use Efficiency",4551,2017,71.3695564556,"E","","0"
"Brazil",76,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.759569793,"E","","0"
"Brazil",76,"SDG 6.4.2. Water Stress",4550,2017,3.1054373522,"E","","0"
"Brazil",76,"SDG 6.4.1. Water Use Efficiency",4551,2017,22.0105277007,"E","","0"
"Brunei Darussalam",96,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.0823529412,"I","","0"
"Brunei Darussalam",96,"SDG 6.4.2. Water Stress",4550,2017,3.4664657121,"E","","0"
"Bulgaria",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,26.5633802817,"E","","0"
"Bulgaria",100,"SDG 6.4.2. Water Stress",4550,2017,41.8212728213,"E","","0"
"Bulgaria",100,"SDG 6.4.1. Water Use Efficiency",4551,2017,7.9300789841,"E","","0"
"Burkina Faso",854,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,6.0496296296,"E","","0"
"Burkina Faso",854,"SDG 6.4.2. Water Stress",4550,2017,7.8078393881,"E","","0"
"Burkina Faso",854,"SDG 6.4.1. Water Use Efficiency",4551,2017,11.1413959279,"I","","0"
"Burundi",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.2343650287,"E","","0"
"Burundi",108,"SDG 6.4.2. Water Stress",4550,2017,10.19286754,"E","","0"
"Burundi",108,"SDG 6.4.1. Water Use Efficiency",4551,2017,6.1420784432,"I","","0"
"Cabo Verde",132,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,8.4333333333,"E","","0"
"Cabo Verde",132,"SDG 6.4.2. Water Stress",4550,2017,8.4333333333,"E","","0"
"Cabo Verde",132,"SDG 6.4.1. Water Use Efficiency",4551,2017,51.273832909,"I","","0"
"Cambodia",116,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4587271582,"I","","0"
"Cambodia",116,"SDG 6.4.2. Water Stress",4550,2017,1.0365448505,"E","","0"
"Cambodia",116,"SDG 6.4.1. Water Use Efficiency",4551,2017,6.9997469468,"E","","0"
"Cameroon",120,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.3843898993,"E","","0"
"Cameroon",120,"SDG 6.4.2. Water Stress",4550,2017,1.5604301075,"E","","0"
"Cameroon",120,"SDG 6.4.1. Water Use Efficiency",4551,2017,23.855363935,"I","","0"
"Canada",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.2312198484,"I","","0"
"Canada",124,"SDG 6.4.2. Water Stress",4550,2017,3.6797116375,"E","","0"
"Canada",124,"SDG 6.4.1. Water Use Efficiency",4551,2017,41.6896946026,"I","","0"
"Central African Republic",140,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.0514184397,"I","","0"
"Central African Republic",140,"SDG 6.4.2. Water Stress",4550,2017,0.3356481481,"E","","0"
"Central African Republic",140,"SDG 6.4.1. Water Use Efficiency",4551,2017,16.8325209238,"E","","0"
"Chad",148,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.924726477,"I","","0"
"Chad",148,"SDG 6.4.2. Water Stress",4550,2017,4.294921875,"E","","0"
"Chad",148,"SDG 6.4.1. Water Use Efficiency",4551,2017,8.359339149,"I","","0"
"Chile",152,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,3.8316035794,"E","","0"
"Chile",152,"SDG 6.4.2. Water Stress",4550,2017,8.982121089,"E","","0"
"Chile",152,"SDG 6.4.1. Water Use Efficiency",4551,2017,6.4085616838,"I","","0"
"China",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,20.8364140806,"I","","0"
"China",156,"SDG 6.4.2. Water Stress",4550,2017,43.2216882605,"E","","0"
"China",156,"SDG 6.4.1. Water Use Efficiency",4551,2017,20.9881623416,"E","","0"
"Colombia",170,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.5763519361,"E","","0"
"Colombia",170,"SDG 6.4.2. Water Stress",4550,2017,2.036213427,"E","","0"
"Colombia",170,"SDG 6.4.1. Water Use Efficiency",4551,2017,19.0300557919,"I","","0"
"Comoros",174,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.8333333333,"I","","0"
"Comoros",174,"SDG 6.4.2. Water Stress",4550,2017,0.8333333333,"I","","0"
"Comoros",174,"SDG 6.4.1. Water Use Efficiency",4551,2017,69.4633488751,"I","","0"
"Congo",178,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.0055288462,"I","","0"
"Congo",178,"SDG 6.4.2. Water Stress",4550,2017,0.0274463007,"E","","0"
"Congo",178,"SDG 6.4.1. Water Use Efficiency",4551,2017,97.1994583456,"I","","0"
"Costa Rica",188,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.8265486726,"I","","0"
"Costa Rica",188,"SDG 6.4.2. Water Stress",4550,2017,5.4505119454,"E","","0"
"Costa Rica",188,"SDG 6.4.1. Water Use Efficiency",4551,2017,16.3845904461,"E","","0"
"Côte d'Ivoire",384,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.381031614,"I","","0"
"Côte d'Ivoire",384,"SDG 6.4.2. Water Stress",4550,2017,5.0875656743,"E","","0"
"Côte d'Ivoire",384,"SDG 6.4.1. Water Use Efficiency",4551,2017,23.1673220233,"E","","0"
"Croatia",191,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.6378199052,"E","","0"
"Croatia",191,"SDG 6.4.2. Water Stress",4550,2017,1.4959982214,"E","","0"
"Croatia",191,"SDG 6.4.1. Water Use Efficiency",4551,2017,58.9684674427,"I","","0"
"Cuba",192,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,18.2528856243,"I","","0"
"Cuba",192,"SDG 6.4.2. Water Stress",4550,2017,23.9394460692,"E","","0"
"Cuba",192,"SDG 6.4.1. Water Use Efficiency",4551,2017,12.3331413799,"I","","0"
"Cyprus",196,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,27.6923076923,"E","","0"
"Cyprus",196,"SDG 6.4.2. Water Stress",4550,2017,29.5243302351,"E","","0"
"Cyprus",196,"SDG 6.4.1. Water Use Efficiency",4551,2017,60.4155831093,"E","","0"
"Czechia",203,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,12.3954372624,"E","","0"
"Czechia",203,"SDG 6.4.2. Water Stress",4550,2017,24.7871046229,"E","","0"
"Czechia",203,"SDG 6.4.1. Water Use Efficiency",4551,2017,107.4473575707,"I","","0"
"Democratic People's Republic of Korea",408,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,11.2220349968,"I","","0"
"Democratic People's Republic of Korea",408,"SDG 6.4.2. Water Stress",4550,2017,27.7404677988,"E","","0"
"Democratic People's Republic of Korea",408,"SDG 6.4.1. Water Use Efficiency",4551,2017,1.7390394246,"I","","0"
"Democratic Republic of the Congo",180,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.0532813718,"I","","0"
"Democratic Republic of the Congo",180,"SDG 6.4.2. Water Stress",4550,2017,0.2268835048,"E","","0"
"Democratic Republic of the Congo",180,"SDG 6.4.1. Water Use Efficiency",4551,2017,44.6133404193,"I","","0"
"Denmark",208,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,12.3516666667,"I","","0"
"Denmark",208,"SDG 6.4.2. Water Stress",4550,2017,20.0405624662,"E","","0"
"Denmark",208,"SDG 6.4.1. Water Use Efficiency",4551,2017,368.6129020919,"I","","0"
"Djibouti",262,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,6.3333333333,"I","","0"
"Djibouti",262,"SDG 6.4.2. Water Stress",4550,2017,6.3333333333,"I","","0"
"Dominica",212,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,10.0,"I","","0"
"Dominica",212,"SDG 6.4.2. Water Stress",4550,2017,10.0,"I","","0"
"Dominican Republic",214,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,38.6293617021,"E","","0"
"Dominican Republic",214,"SDG 6.4.2. Water Stress",4550,2017,50.3097982709,"E","","0"
"Dominican Republic",214,"SDG 6.4.1. Water Use Efficiency",4551,2017,7.5061693346,"I","","0"
"Ecuador",218,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.2413652803,"I","","0"
"Ecuador",218,"SDG 6.4.2. Water Stress",4550,2017,6.7823529412,"E","","0"
"Ecuador",218,"SDG 6.4.1. Water Use Efficiency",4551,2017,9.0289081079,"I","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,111.652173913,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,2017,116.9398907104,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,2017,4.3793207123,"E","","0"
"El Salvador",222,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,8.0624286258,"I","","0"
"El Salvador",222,"SDG 6.4.2. Water Stress",4550,2017,13.2127261385,"E","","0"
"El Salvador",222,"SDG 6.4.1. Water Use Efficiency",4551,2017,9.990202639,"I","","0"
"Equatorial Guinea",226,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.0761538462,"E","","0"
"Equatorial Guinea",226,"SDG 6.4.2. Water Stress",4550,2017,0.1835032437,"E","","0"
"Eritrea",232,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,7.956254272,"I","","0"
"Eritrea",232,"SDG 6.4.2. Water Stress",4550,2017,11.1751152074,"E","","0"
"Eritrea",232,"SDG 6.4.1. Water Use Efficiency",4551,2017,6.872905433,"I","","0"
"Estonia",233,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,13.9309698579,"E","","0"
"Estonia",233,"SDG 6.4.2. Water Stress",4550,2017,19.3073593074,"E","","0"
"Estonia",233,"SDG 6.4.1. Water Use Efficiency",4551,2017,11.8218249353,"I","","0"
"Eswatini",748,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,23.6807095344,"E","","0"
"Eswatini",748,"SDG 6.4.2. Water Stress",4550,2017,77.559912854,"E","","0"
"Eswatini",748,"SDG 6.4.1. Water Use Efficiency",4551,2017,3.5324106712,"I","","0"
"Ethiopia",231,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,8.6459836066,"E","","0"
"Ethiopia",231,"SDG 6.4.2. Water Stress",4550,2017,32.2571865443,"E","","0"
"Ethiopia",231,"SDG 6.4.1. Water Use Efficiency",4551,2017,4.3175479307,"E","","0"
"Fiji",242,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.2973730298,"I","","0"
"Fiji",242,"SDG 6.4.2. Water Stress",4550,2017,0.2973730298,"I","","0"
"Fiji",242,"SDG 6.4.1. Water Use Efficiency",4551,2017,40.9497071917,"I","","0"
"Finland",246,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,5.9654545455,"I","","0"
"Finland",246,"SDG 6.4.2. Water Stress",4550,2017,15.5608252312,"E","","0"
"Finland",246,"SDG 6.4.1. Water Use Efficiency",4551,2017,111.8047093322,"I","","0"
"France",250,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,12.5289099526,"E","","0"
"France",250,"SDG 6.4.2. Water Stress",4550,2017,23.1427821063,"E","","0"
"France",250,"SDG 6.4.1. Water Use Efficiency",4551,2017,83.6245175571,"I","","0"
"Gabon",266,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.0837951807,"I","","0"
"Gabon",266,"SDG 6.4.2. Water Stress",4550,2017,0.502166065,"E","","0"
"Gabon",266,"SDG 6.4.1. Water Use Efficiency",4551,2017,94.789870708,"E","","0"
"Gambia",270,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.27,"E","","0"
"Gambia",270,"SDG 6.4.2. Water Stress",4550,2017,2.2096563723,"E","","0"
"Gambia",270,"SDG 6.4.1. Water Use Efficiency",4551,2017,10.3608805542,"I","","0"
"Georgia",268,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.8785725565,"I","","0"
"Georgia",268,"SDG 6.4.2. Water Stress",4550,2017,5.9381107492,"E","","0"
"Georgia",268,"SDG 6.4.1. Water Use Efficiency",4551,2017,7.3503286561,"I","","0"
"Germany",276,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,15.8720779221,"E","","0"
"Germany",276,"SDG 6.4.2. Water Stress",4550,2017,33.5019188596,"E","","0"
"Germany",276,"SDG 6.4.1. Water Use Efficiency",4551,2017,128.5673392139,"I","","0"
"Ghana",288,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.5775800712,"E","","0"
"Ghana",288,"SDG 6.4.2. Water Stress",4550,2017,6.3147340889,"E","","0"
"Ghana",288,"SDG 6.4.1. Water Use Efficiency",4551,2017,27.5775345799,"I","","0"
"Greece",300,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,16.432748538,"I","","0"
"Greece",300,"SDG 6.4.2. Water Stress",4550,2017,22.73922719,"E","","0"
"Greece",300,"SDG 6.4.1. Water Use Efficiency",4551,2017,15.1861517774,"E","","0"
"Grenade",308,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,7.05,"I","","0"
"Grenade",308,"SDG 6.4.2. Water Stress",4550,2017,7.05,"I","","0"
"Guatemala",320,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.5987803925,"I","","0"
"Guatemala",320,"SDG 6.4.2. Water Stress",4550,2017,5.7420970807,"E","","0"
"Guatemala",320,"SDG 6.4.1. Water Use Efficiency",4551,2017,18.3679141238,"I","","0"
"Guinea",324,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.2539823009,"I","","0"
"Guinea",324,"SDG 6.4.2. Water Stress",4550,2017,0.8830769231,"E","","0"
"Guinea",324,"SDG 6.4.1. Water Use Efficiency",4551,2017,14.2306232806,"I","","0"
"Guinea-Bissau",624,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.5573248408,"I","","0"
"Guinea-Bissau",624,"SDG 6.4.2. Water Stress",4550,2017,1.4957264957,"E","","0"
"Guinea-Bissau",624,"SDG 6.4.1. Water Use Efficiency",4551,2017,2.891567776,"I","","0"
"Guyana",328,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.533099631,"I","","0"
"Guyana",328,"SDG 6.4.2. Water Stress",4550,2017,3.2984018265,"E","","0"
"Guyana",328,"SDG 6.4.1. Water Use Efficiency",4551,2017,1.929147117,"I","","0"
"Haiti",332,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,10.3408928826,"I","","0"
"Haiti",332,"SDG 6.4.2. Water Stress",4550,2017,13.3837917667,"E","","0"
"Haiti",332,"SDG 6.4.1. Water Use Efficiency",4551,2017,4.8938857936,"I","","0"
"Honduras",340,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.7436309188,"I","","0"
"Honduras",340,"SDG 6.4.2. Water Stress",4550,2017,4.621268764,"E","","0"
"Honduras",340,"SDG 6.4.1. Water Use Efficiency",4551,2017,11.9897935352,"I","","0"
"Hungary",348,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,4.3259615385,"E","","0"
"Hungary",348,"SDG 6.4.2. Water Stress",4550,2017,7.7702936097,"E","","0"
"Hungary",348,"SDG 6.4.1. Water Use Efficiency",4551,2017,23.8802030073,"E","","0"
"Iceland",352,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.1705882353,"E","","0"
"Iceland",352,"SDG 6.4.2. Water Stress",4550,2017,0.394075282,"E","","0"
"Iceland",352,"SDG 6.4.1. Water Use Efficiency",4551,2017,58.3389890583,"E","","0"
"India",356,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,33.884557015,"I","","0"
"India",356,"SDG 6.4.2. Water Stress",4550,2017,66.4920928322,"E","","0"
"India",356,"SDG 6.4.1. Water Use Efficiency",4551,2017,2.8205828554,"I","","0"
"Indonesia",360,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,11.0286322881,"I","","0"
"Indonesia",360,"SDG 6.4.2. Water Stress",4550,2017,29.6965452848,"E","","0"
"Indonesia",360,"SDG 6.4.1. Water Use Efficiency",4551,2017,3.7451909947,"I","","0"
"Iran (Islamic Republic of)",364,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,67.8244372286,"I","","0"
"Iran (Islamic Republic of)",364,"SDG 6.4.2. Water Stress",4550,2017,81.2890812891,"E","","0"
"Iran (Islamic Republic of)",364,"SDG 6.4.1. Water Use Efficiency",4551,2017,4.7738501906,"I","","0"
"Iraq",368,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,42.8867126641,"E","","0"
"Iraq",368,"SDG 6.4.2. Water Stress",4550,2017,54.1264044944,"E","","0"
"Iraq",368,"SDG 6.4.1. Water Use Efficiency",4551,2017,4.7404929428,"I","","0"
"Ireland",372,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.4557692308,"I","","0"
"Ireland",372,"SDG 6.4.2. Water Stress",4550,2017,3.6429258903,"E","","0"
"Ireland",372,"SDG 6.4.1. Water Use Efficiency",4551,2017,349.7670678397,"I","","0"
"Israel",376,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,67.3033707865,"E","","0"
"Israel",376,"SDG 6.4.2. Water Stress",4550,2017,103.3560521094,"E","","0"
"Israel",376,"SDG 6.4.1. Water Use Efficiency",4551,2017,125.6368320973,"E","","0"
"Italy",380,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,17.7970203868,"E","","0"
"Italy",380,"SDG 6.4.2. Water Stress",4550,2017,29.9988545246,"E","","0"
"Italy",380,"SDG 6.4.1. Water Use Efficiency",4551,2017,48.9952720575,"I","","0"
"Jamaica",388,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,12.4734362007,"I","","0"
"Jamaica",388,"SDG 6.4.2. Water Stress",4550,2017,12.4734362007,"I","","0"
"Jamaica",388,"SDG 6.4.1. Water Use Efficiency",4551,2017,8.6475708689,"I","","0"
"Japan",392,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,18.8888372093,"I","","0"
"Japan",392,"SDG 6.4.2. Water Stress",4550,2017,37.3434482759,"E","","0"
"Japan",392,"SDG 6.4.1. Water Use Efficiency",4551,2017,54.7994685787,"I","","0"
"Jordan",400,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,96.4354322305,"I","","0"
"Jordan",400,"SDG 6.4.2. Water Stress",4550,2017,100.0775279654,"E","","0"
"Jordan",400,"SDG 6.4.1. Water Use Efficiency",4551,2017,34.9820439571,"E","","0"
"Kazakhstan",398,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,20.7084217323,"E","","0"
"Kazakhstan",398,"SDG 6.4.2. Water Stress",4550,2017,31.1373092926,"E","","0"
"Kazakhstan",398,"SDG 6.4.1. Water Use Efficiency",4551,2017,7.13553973,"I","","0"
"Kenya",404,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,13.1335504886,"I","","0"
"Kenya",404,"SDG 6.4.2. Water Stress",4550,2017,33.2399010717,"E","","0"
"Kenya",404,"SDG 6.4.1. Water Use Efficiency",4551,2017,10.5512866833,"I","","0"
"Kuwait",414,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,3850.5,"E","","0"
"Kuwait",414,"SDG 6.4.2. Water Stress",4550,2017,3850.5,"E","","0"
"Kuwait",414,"SDG 6.4.1. Water Use Efficiency",4551,2017,102.4355359609,"E","","0"
"Kyrgyzstan",417,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,32.6318909306,"I","","0"
"Kyrgyzstan",417,"SDG 6.4.2. Water Stress",4550,2017,50.0389559797,"E","","0"
"Kyrgyzstan",417,"SDG 6.4.1. Water Use Efficiency",4551,2017,0.836195637,"I","","0"
"Lao People's Democratic Republic",418,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.1949025487,"E","","0"
"Lao People's Democratic Republic",418,"SDG 6.4.2. Water Stress",4550,2017,4.7718383312,"E","","0"
"Lao People's Democratic Republic",418,"SDG 6.4.1. Water Use Efficiency",4551,2017,1.7460735068,"I","","0"
"Latvia",428,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.5183171151,"E","","0"
"Latvia",428,"SDG 6.4.2. Water Stress",4550,2017,1.0671773718,"E","","0"
"Latvia",428,"SDG 6.4.1. Water Use Efficiency",4551,2017,132.4173945525,"I","","0"
"Lebanon",422,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,40.2398401066,"I","","0"
"Lebanon",422,"SDG 6.4.2. Water Stress",4550,2017,58.7929915639,"E","","0"
"Lebanon",422,"SDG 6.4.1. Water Use Efficiency",4551,2017,25.6401206686,"I","","0"
"Lesotho",426,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.4493712773,"E","","0"
"Lesotho",426,"SDG 6.4.2. Water Stress",4550,2017,2.5659050967,"E","","0"
"Lesotho",426,"SDG 6.4.1. Water Use Efficiency",4551,2017,49.2957320563,"I","","0"
"Liberia",430,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.062887931,"E","","0"
"Liberia",430,"SDG 6.4.2. Water Stress",4550,2017,0.2643115942,"E","","0"
"Liberia",430,"SDG 6.4.1. Water Use Efficiency",4551,2017,4.1369839358,"E","","0"
"Libya",434,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,817.1428571429,"I","","0"
"Libya",434,"SDG 6.4.2. Water Stress",4550,2017,817.1428571429,"I","","0"
"Libya",434,"SDG 6.4.1. Water Use Efficiency",4551,2017,3.7931078666,"I","","0"
"Lithuania",440,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.0571428571,"E","","0"
"Lithuania",440,"SDG 6.4.2. Water Stress",4550,2017,1.8673395818,"E","","0"
"Lithuania",440,"SDG 6.4.1. Water Use Efficiency",4551,2017,147.5173016098,"I","","0"
"Luxembourg",442,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.3028571429,"E","","0"
"Luxembourg",442,"SDG 6.4.2. Water Stress",4550,2017,3.7810945274,"E","","0"
"Luxembourg",442,"SDG 6.4.1. Water Use Efficiency",4551,2017,1221.0610259114,"I","","0"
"Madagascar",450,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,4.0228189911,"E","","0"
"Madagascar",450,"SDG 6.4.2. Water Stress",4550,2017,11.3446861925,"E","","0"
"Madagascar",450,"SDG 6.4.1. Water Use Efficiency",4551,2017,0.7432732849,"I","","0"
"Malawi",454,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,7.8518518519,"I","","0"
"Malawi",454,"SDG 6.4.2. Water Stress",4550,2017,17.5048380854,"E","","0"
"Malawi",454,"SDG 6.4.1. Water Use Efficiency",4551,2017,3.1015137279,"I","","0"
"Malaysia",458,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.1563793103,"E","","0"
"Malaysia",458,"SDG 6.4.2. Water Stress",4550,2017,3.4394871795,"E","","0"
"Malaysia",458,"SDG 6.4.1. Water Use Efficiency",4551,2017,55.0288788901,"I","","0"
"Maldives",462,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,15.6666666667,"I","","0"
"Maldives",462,"SDG 6.4.2. Water Stress",4550,2017,15.6666666667,"I","","0"
"Mali",466,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,4.3216666667,"I","","0"
"Mali",466,"SDG 6.4.2. Water Stress",4550,2017,8.0030864198,"E","","0"
"Mali",466,"SDG 6.4.1. Water Use Efficiency",4551,2017,1.721866725,"E","","0"
"Malta",470,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,85.1485148515,"E","","0"
"Malta",470,"SDG 6.4.2. Water Stress",4550,2017,85.1485148515,"E","","0"
"Malta",470,"SDG 6.4.1. Water Use Efficiency",4551,2017,164.7435093469,"I","","0"
